system:index,system:index,Oa18_radiance,Oa20_radiance,Oa21_radiance,PRODUCT_ID,SNAP_Graph_Processing_Framework_GPF_vers,SNAP_Raster_Operators_vers,brightPixelsPercent,chla,coastalPixelsPercent,cosmeticPixelsPercent,cycle_num,dubiousSamplesPercent,duplicatedPixelsPercent,freshInlandWaterPixelsPercent,groundTrackDirection,invalidPixelsPercent,ndci,orbitNumber,processing_facility_country,processing_facility_name,processing_facility_organisation,processing_facility_site,processing_hardware,processing_software_name,processing_software_version,processing_time,product,productQuality,relative_orbit_num,salineWaterPixelsPercent,saturatedPixelsPercent,sp,spacecraft,status,system:asset_size,system:band_names,system:bands,system:footprint,system:id,system:time_end,system:time_start,system:version,tidalRegionPixelsPercent,timeliness,turbidity,.geo
S3A_20170626T013836_20170626T014136,S3A_20220626T013836_20220626T014137,94.16574768,76.30244508,55.6200835,S3A_OL_1_EFR____20220626T013836_20220626T014136_20220627T020031_0179_087_017_2700_PS1_O_NT_002,8.0.3,8.0.3,57,230.7641943,0,0,87,6,22,0,descending,4,-0.243127672,33100,,,,,OPE,PUG,3.44,1.66E+12,OL_1_EFR___,PASSED,17,88,0.005739,0.211871754,S3A,permanent,433187327,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(117.2609930561729,11.149625170365052, 117.29044727504194,9.528744638882559, 117.31513182635524,7.904802936901235, 131.18835283194042,7.8631203340110165, 131.2438428143486,10.284478250818628, 131.28946358341676,11.896424632018205, 131.34223035036285,13.50798708246678, 131.40236119236573,15.11911140672628, 131.47010874669778,16.72974278854374, 131.5457624230222,18.339825128772933, 131.67495947509843,20.756623043806353, 124.337249002059,20.97207164655773, 116.97467958799689,20.870827937763643, 117.03649164969411,19.24928392718571, 117.1424333279459,16.010523696414264, 117.22660541825807,12.770240943473352, 117.2609930561729,11.149625170365052)",COPERNICUS/S3/OLCI/S3A_20220626T013836_20220626T014136,1.66E+12,1.66E+12,1.66E+15,1,NT,7.370129545,"{""type"":""Polygon"",""coordinates"":[[[117.2609930561729,11.149625170365052],[117.29044727504194,9.528744638882559],[117.31513182635524,7.904802936901237],[131.18835283194042,7.863120334011018],[131.2438428143486,10.284478250818626],[131.28946358341676,11.896424632018205],[131.34223035036285,13.507987082466782],[131.40236119236573,15.11911140672628],[131.47010874669778,16.729742788543735],[131.5457624230222,18.339825128772937],[131.67495947509843,20.756623043806357],[124.337249002059,20.97207164655773],[116.97467958799689,20.870827937763643],[117.03649164969411,19.24928392718571],[117.1424333279459,16.010523696414268],[117.22660541825807,12.770240943473352],[117.2609930561729,11.149625170365052]]]}"
S3A_20170629T020103_20170629T020403,S3A_20220629T020103_20220629T020404,133.567354,110.1467522,82.64293638,S3A_OL_1_EFR____20220629T020103_20220629T020403_20220630T022326_0179_087_060_2700_PS1_O_NT_002,8.0.3,8.0.3,77,74.80602318,0,0,87,9,22,0,descending,4,-0.199764666,33143,,,,,OPE,PUG,3.44,1.66E+12,OL_1_EFR___,PASSED,60,89,0.006195,0.209070729,S3A,permanent,445151829,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(111.65127805987544,11.161625504399662, 111.67873868130317,9.541432929407456, 111.70175925503573,7.91819163295296, 125.56091371847076,7.863870775433728, 125.61883584186783,10.280260613990688, 125.66643877775056,11.888878919200826, 125.72148591347862,13.497096259087263, 125.78420376396022,15.1048559827166, 125.85485456060094,16.712100345454264, 125.93373868824624,18.318770624144594, 126.06842927222122,20.730393738592678, 118.74262205438731,20.962591912623218, 111.38449006782734,20.879020678250072, 111.44207566578784,19.25806358034217, 111.54078383609624,16.020539263824528, 111.61922455907703,12.781565063320153, 111.65127805987544,11.161625504399662)",COPERNICUS/S3/OLCI/S3A_20220629T020103_20220629T020403,1.66E+12,1.66E+12,1.66E+15,1,NT,5.646935979,"{""type"":""Polygon"",""coordinates"":[[[111.65127805987544,11.16162550439966],[111.67873868130317,9.541432929407456],[111.70175925503573,7.918191632952961],[125.56091371847076,7.863870775433728],[125.61883584186783,10.280260613990688],[125.66643877775056,11.888878919200828],[125.72148591347862,13.497096259087263],[125.78420376396022,15.1048559827166],[125.85485456060094,16.712100345454264],[125.93373868824624,18.318770624144598],[126.06842927222122,20.730393738592678],[118.74262205438731,20.962591912623218],[111.38449006782736,20.879020678250075],[111.44207566578784,19.25806358034217],[111.54078383609624,16.020539263824528],[111.61922455907704,12.781565063320153],[111.65127805987544,11.16162550439966]]]}"
S3A_20170630T013452_20170630T013752,S3A_20220630T013452_20220630T013753,115.3887295,98.04959069,73.66534198,S3A_OL_1_EFR____20220630T013452_20220630T013752_20220701T015306_0179_087_074_2700_PS1_O_NT_002,8.0.3,8.0.3,71,71.90001292,0,0,87,10,22,0,descending,4,-0.189188598,33157,,,,,OPE,PUG,3.44,1.66E+12,OL_1_EFR___,PASSED,74,88,0.013003,0.195106077,S3A,permanent,441945201,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(118.1974913357746,11.172688043201708, 118.22214910944047,9.553312122755193, 118.24282600394238,7.93090347491008, 132.08220151502798,7.858949492120571, 132.14348196441435,10.268633526421697, 132.19382572041448,11.872757619848407, 132.25202847249065,13.476455808685964, 132.31832816647497,15.079667732680626, 132.39300013186272,16.682331724449938, 132.4763597524467,18.284384761203196, 132.61866285240978,20.688999255964013, 125.30972082743408,20.944474637019255, 117.95806741553587,20.88559431972782, 118.00973635612165,19.26532430730232, 118.09831244420286,16.02925359378033, 118.16871574733588,12.791826247364616, 118.1974913357746,11.172688043201708)",COPERNICUS/S3/OLCI/S3A_20220630T013452_20220630T013752,1.66E+12,1.66E+12,1.66E+15,1,NT,5.2255874,"{""type"":""Polygon"",""coordinates"":[[[118.19749133577463,11.172688043201708],[118.2221491094405,9.553312122755194],[118.24282600394238,7.930903474910082],[132.08220151502798,7.858949492120571],[132.14348196441435,10.268633526421697],[132.19382572041448,11.872757619848407],[132.25202847249065,13.47645580868596],[132.31832816647497,15.079667732680626],[132.39300013186272,16.682331724449938],[132.4763597524467,18.284384761203196],[132.61866285240978,20.688999255964013],[125.30972082743408,20.944474637019255],[117.95806741553587,20.88559431972782],[118.00973635612168,19.26532430730232],[118.09831244420286,16.02925359378033],[118.16871574733588,12.791826247364616],[118.19749133577463,11.172688043201708]]]}"
S3A_20170703T015718_20170703T020018,S3A_20220703T015718_20220703T020019,64.95332499,49.20106269,31.70845453,S3A_OL_1_EFR____20220703T015718_20220703T020018_20220704T021637_0179_087_117_2700_PS1_O_NT_002,8.0.3,8.0.3,41,235.6431525,0,0,87,1,22,0,descending,4,-0.286030455,33200,,,,,OPE,PUG,3.44,1.66E+12,OL_1_EFR___,PASSED,117,88,4.00E-04,0.234659856,S3A,permanent,409340477,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(112.58828983334229,11.183206499687365, 112.61094656000259,9.564577503971309, 112.62995067221856,7.942926262560475, 126.4548022992683,7.858347450289406, 126.51848774428026,10.263014431050998, 126.57078923956966,11.863775891382277, 126.6312426753417,13.464092923731329, 126.70009385671814,15.063902174490424, 126.77762750027469,16.663139156764004, 126.86416925493403,18.261737690035645, 127.01187975532785,20.661108976857296, 119.71519401593319,20.933161631578436, 112.36841044155969,20.891898191688107, 112.41585282058738,19.27229109598042, 112.49719152435877,16.03759751061085, 112.56185470000628,12.801607689088215, 112.58828983334229,11.183206499687365)",COPERNICUS/S3/OLCI/S3A_20220703T015718_20220703T020018,1.66E+12,1.66E+12,1.66E+15,1,NT,8.660676161,"{""type"":""Polygon"",""coordinates"":[[[112.5882898333423,11.183206499687365],[112.6109465600026,9.564577503971309],[112.62995067221856,7.942926262560475],[126.4548022992683,7.858347450289408],[126.51848774428026,10.263014431051],[126.57078923956966,11.863775891382279],[126.6312426753417,13.464092923731329],[126.70009385671814,15.063902174490424],[126.77762750027469,16.663139156764004],[126.86416925493403,18.261737690035645],[127.01187975532785,20.6611089768573],[119.71519401593322,20.933161631578432],[112.3684104415597,20.891898191688103],[112.41585282058738,19.27229109598042],[112.49719152435877,16.037597510610848],[112.56185470000628,12.801607689088216],[112.5882898333423,11.183206499687365]]]}"
S3A_20170704T013107_20170704T013407,S3A_20220704T013107_20220704T013408,83.67460586,65.36569555,43.71862906,S3A_OL_1_EFR____20220704T013107_20220704T013407_20220705T015320_0179_087_131_2700_PS1_O_NT_002,8.0.3,8.0.3,63,138.8315372,0,0,87,3,22,0,descending,4,-0.263206781,33214,,,,,OPE,PUG,3.44,1.66E+12,OL_1_EFR___,PASSED,131,88,0.002598,0.214963463,S3A,permanent,461884469,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(133.2764959422634,11.179284940308206, 133.302591428227,12.82605777212916, 133.3666251286056,16.118772316945947, 133.44742632737487,19.410158559418107, 133.49464662362436,21.05813835940624, 126.03326728724433,21.091761157074334, 118.62839903206839,20.800594355944412, 118.7850261571932,18.36235010940376, 118.87664674111751,16.737785353034965, 118.95861380557915,15.112528327454546, 119.03128340470056,13.486652054142692, 119.0949655809623,11.860227521211115, 119.14992784174679,10.233324280372955, 119.21658049948074,7.789352736527905, 133.23555285673552,7.882207656245592, 133.25419207689012,9.532279538733196, 133.2764959422634,11.179284940308206)",COPERNICUS/S3/OLCI/S3A_20220704T013107_20220704T013407,1.66E+12,1.66E+12,1.66E+15,1,NT,7.178634448,"{""type"":""Polygon"",""coordinates"":[[[133.2764959422634,11.179284940308206],[133.302591428227,12.82605777212916],[133.3666251286056,16.118772316945943],[133.44742632737487,19.410158559418107],[133.49464662362436,21.058138359406236],[126.03326728724433,21.09176115707433],[118.62839903206839,20.800594355944416],[118.7850261571932,18.36235010940376],[118.87664674111751,16.737785353034965],[118.95861380557915,15.112528327454543],[119.03128340470056,13.486652054142693],[119.0949655809623,11.860227521211115],[119.14992784174679,10.233324280372956],[119.21658049948074,7.789352736527905],[133.23555285673552,7.882207656245594],[133.25419207689012,9.532279538733196],[133.2764959422634,11.179284940308206]]]}"
S3A_20170707T015333_20170707T015633,S3A_20220707T015333_20220707T015634,86.58117033,66.20514045,44.99705517,S3A_OL_1_EFR____20220707T015333_20220707T015633_20220708T021358_0179_087_174_2700_PS1_O_NT_002,8.0.3,8.0.3,53,302.3606069,0,0,87,5,22,0,descending,4,-0.290070722,33257,,,,,OPE,PUG,3.44,1.66E+12,OL_1_EFR___,PASSED,174,87,0.004104,0.215613547,S3A,permanent,455978944,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(127.65335218202337,11.173583890512942, 127.68167824074172,12.81684226433341, 127.75116380172182,16.10249709914241, 127.8388158361729,19.386772588860357, 127.89002908099226,21.03116942247734, 120.44086096751177,21.08234653150867, 113.04031578374246,20.80938259161412, 113.19061827520092,18.37197548144083, 113.27854735381099,16.748016327980665, 113.35721918466076,15.123399821688407, 113.42697546562819,13.498194667728951, 113.48811367108821,11.872468100075379, 113.54089075611195,10.246285815771852, 113.60491564128004,7.803435343651803, 127.6088905214893,7.883515741534674, 127.62913546318053,9.530084638220169, 127.65335218202337,11.173583890512942)",COPERNICUS/S3/OLCI/S3A_20220707T015333_20220707T015633,1.66E+12,1.66E+12,1.66E+15,1,NT,9.109756861,"{""type"":""Polygon"",""coordinates"":[[[127.65335218202337,11.173583890512942],[127.68167824074172,12.81684226433341],[127.75116380172182,16.102497099142408],[127.8388158361729,19.386772588860357],[127.89002908099226,21.031169422477337],[120.44086096751178,21.08234653150867],[113.04031578374246,20.80938259161412],[113.19061827520092,18.37197548144083],[113.278547353811,16.748016327980665],[113.35721918466078,15.123399821688407],[113.4269754656282,13.498194667728953],[113.48811367108821,11.872468100075377],[113.54089075611195,10.246285815771852],[113.60491564128006,7.803435343651803],[127.6088905214893,7.883515741534674],[127.62913546318053,9.530084638220169],[127.65335218202337,11.173583890512942]]]}"
S3A_20170708T012722_20170708T013022,S3A_20220708T012722_20220708T013023,47.82290796,34.669199,22.34179549,S3A_OL_1_EFR____20220708T012722_20220708T013022_20220709T014940_0179_087_188_2700_PS1_O_NT_002,8.0.3,8.0.3,31,214.6557299,0,0,87,1,22,0,descending,4,-0.286328105,33271,,,,,OPE,PUG,3.44,1.66E+12,OL_1_EFR___,PASSED,188,92,4.34E-04,0.270905898,S3A,permanent,361188433,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(134.18028816657468,11.157492793085703, 134.21170533851742,12.796391036080303, 134.28875291534484,16.073278049192936, 134.3859142538439,19.34870661564283, 134.44267149952785,20.98863871705149, 127.00904591917008,21.06419059277295, 119.61312803680326,20.81648921043232, 119.75465837605375,18.37950417921494, 119.83746068942587,16.75588923008198, 119.91155032011073,15.131662454530812, 119.97724898687734,13.50688753247766, 120.03483711638324,11.881626412918905, 120.08455659432818,10.255940100014941, 120.14488756029365,7.813885345341825, 134.1309573733239,7.87611280674092, 134.15342280940462,9.518340716031144, 134.18028816657468,11.157492793085703)",COPERNICUS/S3/OLCI/S3A_20220708T012722_20220708T013022,1.66E+12,1.66E+12,1.66E+15,1,NT,9.338453164,"{""type"":""Polygon"",""coordinates"":[[[134.18028816657468,11.157492793085703],[134.21170533851742,12.796391036080303],[134.28875291534484,16.073278049192933],[134.3859142538439,19.34870661564283],[134.44267149952785,20.988638717051483],[127.00904591917008,21.06419059277295],[119.61312803680329,20.81648921043232],[119.75465837605375,18.37950417921494],[119.83746068942587,16.755889230081976],[119.91155032011073,15.131662454530812],[119.97724898687734,13.50688753247766],[120.03483711638324,11.881626412918907],[120.08455659432818,10.255940100014941],[120.14488756029365,7.8138853453418236],[134.1309573733239,7.87611280674092],[134.15342280940462,9.518340716031144],[134.18028816657468,11.157492793085703]]]}"
S3A_20170710T021559_20170710T021859,S3A_20220710T021559_20220710T021860,77.62927508,58.4632168,38.69058205,S3A_OL_1_EFR____20220710T021559_20220710T021859_20220711T023430_0179_087_217_2700_PS1_O_NT_002,8.0.3,8.0.3,48,437.0603612,0,0,87,2,22,0,descending,4,-0.332287075,33300,,,,,OPE,PUG,3.44,1.66E+12,OL_1_EFR___,PASSED,217,91,0.001252,0.241813203,S3A,permanent,417891770,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(122.03101787953692,11.163931734767456, 122.06156616097353,12.80404378878979, 122.13648655235824,16.083372392735814, 122.23097134812126,19.361265733533447, 122.28616783330561,21.002442315627157, 114.84767757938799,21.071105265881002, 107.44999360285874,20.816195995259317, 107.59403142995914,18.3791235594129, 107.67830018659517,16.75543290642571, 107.75370133100621,15.131117630501356, 107.82056229205124,13.506242892647998, 107.87916837575948,11.880872201356889, 107.92976589559517,10.255067665541441, 107.99116014441888,7.812820996522507, 121.98305426102493,7.8801332342636305, 122.00489659215067,9.523569488180806, 122.03101787953692,11.163931734767456)",COPERNICUS/S3/OLCI/S3A_20220710T021559_20220710T021859,1.66E+12,1.66E+12,1.66E+15,0,NT,10.94505591,"{""type"":""Polygon"",""coordinates"":[[[122.03101787953692,11.163931734767456],[122.06156616097354,12.804043788789789],[122.13648655235826,16.083372392735818],[122.23097134812126,19.361265733533447],[122.28616783330561,21.002442315627157],[114.84767757938799,21.071105265881005],[107.44999360285874,20.816195995259317],[107.59403142995916,18.379123559412896],[107.67830018659518,16.755432906425707],[107.75370133100621,15.131117630501356],[107.82056229205124,13.506242892648],[107.87916837575948,11.880872201356889],[107.92976589559517,10.25506766554144],[107.99116014441888,7.812820996522507],[121.98305426102493,7.880133234263629],[122.0048965921507,9.523569488180806],[122.03101787953692,11.163931734767456]]]}"
S3A_20170711T014948_20170711T015248,S3A_20220711T014948_20220711T015249,79.84517557,62.09463272,42.12527095,S3A_OL_1_EFR____20220711T014948_20220711T015248_20220712T021040_0179_087_231_2700_PS1_O_NT_002,8.0.3,8.0.3,47,466.5042376,0,0,87,5,22,0,descending,4,-0.3291342,33314,,,,,OPE,PUG,3.44,1.66E+12,OL_1_EFR___,PASSED,231,87,0.004998,0.227288891,S3A,permanent,409658272,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(128.5582936651136,11.153241675968466, 128.59193223781952,12.788831872555477, 128.6744021832859,16.059065176581928, 128.77836816750337,19.327777820553457, 128.83908793521255,20.964319956127817, 121.41672027015264,21.057289389041323, 114.02427276622137,20.82761040090564, 114.1595514189692,18.391228614547465, 114.23870325527255,16.768058210625632, 114.3095330528018,15.144307047375428, 114.3723482107218,13.520034888073148, 114.42741695488826,11.895300501281952, 114.47497062295025,10.270161424977138, 114.53269352985565,7.828962597526112, 128.50545252915526,7.878451993581998, 128.52952113920063,9.517387393148983, 128.5582936651136,11.153241675968466)",COPERNICUS/S3/OLCI/S3A_20220711T014948_20220711T015248,1.66E+12,1.66E+12,1.66E+15,1,NT,11.18089043,"{""type"":""Polygon"",""coordinates"":[[[128.5582936651136,11.153241675968465],[128.59193223781952,12.788831872555477],[128.6744021832859,16.059065176581928],[128.77836816750337,19.32777782055346],[128.83908793521255,20.96431995612782],[121.41672027015264,21.057289389041323],[114.02427276622137,20.82761040090564],[114.1595514189692,18.391228614547465],[114.23870325527255,16.768058210625632],[114.3095330528018,15.144307047375428],[114.3723482107218,13.520034888073146],[114.42741695488827,11.895300501281953],[114.47497062295025,10.270161424977138],[114.53269352985565,7.82896259752611],[128.50545252915526,7.878451993582],[128.52952113920063,9.517387393148985],[128.5582936651136,11.153241675968465]]]}"
S3A_20170712T012337_20170712T012637,S3A_20220712T012337_20220712T012638,71.12385079,57.24438128,40.82323156,S3A_OL_1_EFR____20220712T012337_20220712T012637_20220713T014316_0180_087_245_2700_PS1_O_NT_002,8.0.3,8.0.3,46,229.4758563,0,0,87,5,22,0,descending,4,-0.28934504,33328,,,,,OPE,PUG,3.44,1.66E+12,OL_1_EFR___,PASSED,245,95,0.004459,0.283423582,S3A,permanent,423577314,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(135.08460695986662,11.137884804282361, 135.12128710679139,12.768567885023595, 135.21118308350466,16.028931500813517, 135.3244681453327,19.28768235508108, 135.3906137987654,20.919196398355073, 127.98495605537236,21.036244955038065, 120.59841389553819,20.831767008224357, 120.72487567018565,18.396710549505194, 120.79887620798398,16.7744802565906, 120.86510260224682,15.151710383537875, 120.92384240361989,13.528456080229043, 120.97534619090277,11.904771409681617, 121.01983003171999,10.280709620435513, 121.0738456324569,7.84117372890177, 135.0269624482519,7.872870865205301, 135.0532241257039,9.50692249604385, 135.08460695986662,11.137884804282361)",COPERNICUS/S3/OLCI/S3A_20220712T012337_20220712T012637,1.66E+12,1.66E+12,1.66E+15,1,NT,9.843622438,"{""type"":""Polygon"",""coordinates"":[[[135.08460695986665,11.13788480428236],[135.12128710679139,12.768567885023595],[135.21118308350466,16.028931500813517],[135.3244681453327,19.28768235508108],[135.3906137987654,20.91919639835507],[127.98495605537236,21.036244955038068],[120.59841389553819,20.831767008224357],[120.72487567018565,18.396710549505194],[120.79887620798398,16.7744802565906],[120.86510260224682,15.151710383537878],[120.92384240361989,13.528456080229043],[120.97534619090277,11.904771409681617],[121.01983003171999,10.280709620435514],[121.07384563245692,7.84117372890177],[135.0269624482519,7.872870865205301],[135.0532241257039,9.506922496043853],[135.08460695986665,11.13788480428236]]]}"
